boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,BoroCTLbl,tract_race_acs2018_Total,tract_race_acs2018_White,tract_race_acs2018_Black,tract_race_acs2018_Native,tract_race_acs2018_Asian,tract_race_acs2018_Pacific Islander,tract_race_acs2018_Other,tract_race_acs2018_Two or More,Hospital N,Addresss,System,Number of,GFA,Year built,Latitude,Longitude
"3","3019600",Brooklyn,E,"019600","196",BK30,Dyker Heights,"4013",2027285.9217699998989701271057128906250,5718.1676337999997485894709825515747,Brooklyn 196,"3822","1897","35","0","1275","0","559","56",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3019700",Brooklyn,I,"019700","197",BK69,Clinton Hill,"4004",1828072.2060799999162554740905761718750,6148.3415288200003487872891128063202,Brooklyn 197,"3615","1972","1252","0","236","0","49","106",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"3","3019800",Brooklyn,E,"019800","198",BK30,Dyker Heights,"4013",1450201.4967600000090897083282470703125,5279.3970456899996861466206610202789,Brooklyn 198,"1791","837","7","41","767","0","61","78",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3020400",Brooklyn,I,"020400","204",BK30,Dyker Heights,"4013",1450945.7839899999089539051055908203125,5280.3383215800004109041765332221985,Brooklyn 204,"2111","1476","0","0","580","22","0","33",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3020800",Brooklyn,E,"020800","208",BK30,Dyker Heights,"4013",1542688.9969399999827146530151367187500,5945.3054846699997142422944307327271,Brooklyn 208,"3253","966","123","60","1780","0","0","324",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3021000",Brooklyn,E,"021000","210",BK30,Dyker Heights,"4013",1614539.9324900000356137752532958984375,5710.8280202799996914109215140342712,Brooklyn 210,"4153","1360","47","0","2070","0","634","42",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3021200",Brooklyn,E,"021200","212",BK30,Dyker Heights,"4013",2054324.4666599999181926250457763671875,5986.1052278200004366226494312286377,Brooklyn 212,"4525","1085","0","0","2975","0","434","31",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3021400",Brooklyn,E,"021400","214",BK88,Borough Park,"4014",1808036.3123699999414384365081787109375,5551.9942408500000965432263910770416,Brooklyn 214,"2252","1179","0","0","979","0","94","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3021900",Brooklyn,E,"021900","219",BK61,Crown Heights North,"4006",1582742.1643300000578165054321289062500,5031.2881258999996134662069380283356,Brooklyn 219,"3568","967","2118","0","248","0","161","74",Kings County Hospital Center,"451 Clarkson Avenue, Brooklyn, NY 11203",Health+,"639","1,503,150","1930",40.656885600000003,-73.946896199999998
"3","3021900",Brooklyn,E,"021900","219",BK61,Crown Heights North,"4006",1582742.1643300000578165054321289062500,5031.2881258999996134662069380283356,Brooklyn 219,"3568","967","2118","0","248","0","161","74",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3022000",Brooklyn,E,"022000","220",BK88,Borough Park,"4014",2091173.1606799999717622995376586914063,6117.0822995700000319629907608032227,Brooklyn 220,"4381","4034","125","0","222","0","0","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3022100",Brooklyn,E,"022100","221",BK61,Crown Heights North,"4006",1617936.8812400000169873237609863281250,5511.9646930700000666547566652297974,Brooklyn 221,"3991","1425","1985","0","207","0","284","90",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3022200",Brooklyn,E,"022200","222",BK88,Borough Park,"4014",1896474.0505099999718368053436279296875,5742.1794758799996998277492821216583,Brooklyn 222,"3943","3741","0","0","137","0","0","65",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3022700",Brooklyn,E,"022700","227",BK69,Clinton Hill,"4004",2588318.2164099998772144317626953125000,6861.7197090700001353980042040348053,Brooklyn 227,"3654","1271","1934","0","147","10","65","227",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3022700",Brooklyn,E,"022700","227",BK69,Clinton Hill,"4004",2588318.2164099998772144317626953125000,6861.7197090700001353980042040348053,Brooklyn 227,"3654","1271","1934","0","147","10","65","227",Brooklyn Hospital Center - Downtown Campus,"121 Dekalb Avenue, Brooklyn, NY 11201",SUNY,"464","335,000","1982",40.691268999999998,-73.979962999999998
"3","3023500",Brooklyn,E,"023500","235",BK69,Clinton Hill,"4004",1523725.7670400000642985105514526367188,4958.0349540500001239706762135028839,Brooklyn 235,"4316","2784","695","0","244","0","509","84",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"3","3023600",Brooklyn,E,"023600","236",BK88,Borough Park,"4014",1828207.7766199999023228883743286132813,6242.9810767999997551669366657733917,Brooklyn 236,"6000","5579","14","48","280","14","54","11",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3023800",Brooklyn,E,"023800","238",BK88,Borough Park,"4014",1828765.8217800001148134469985961914063,6244.5567314500003703869879245758057,Brooklyn 238,"3857","3820","0","0","0","0","0","37",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3024000",Brooklyn,E,"024000","240",BK88,Borough Park,"4014",1827206.3930500000715255737304687500000,6240.4593496699999377597123384475708,Brooklyn 240,"4562","4326","57","0","4","0","128","47",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3024200",Brooklyn,E,"024200","242",BK88,Borough Park,"4014",2061125.0468299998901784420013427734375,6964.5493925500004479545168578624725,Brooklyn 242,"2872","2615","0","0","251","0","6","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3024500",Brooklyn,E,"024500","245",BK75,Bedford,"4003",1795931.5433100000955164432525634765625,5582.2225627999996504513546824455261,Brooklyn 245,"4534","1266","2669","0","446","0","31","122",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3024600",Brooklyn,E,"024600","246",BK88,Borough Park,"4014",1845582.9349799999035894870758056640625,6796.3133358100003533763810992240906,Brooklyn 246,"2942","1746","2","7","1010","0","156","21","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3024600",Brooklyn,E,"024600","246",BK88,Borough Park,"4014",1845582.9349799999035894870758056640625,6796.3133358100003533763810992240906,Brooklyn 246,"2942","1746","2","7","1010","0","156","21",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3024700",Brooklyn,I,"024700","247",BK61,Crown Heights North,"4006",2028330.4254799999762326478958129882813,7488.7017296399999395362101495265961,Brooklyn 247,"2561","501","1627","14","130","0","204","85",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3024800",Brooklyn,E,"024800","248",BK28,Bensonhurst West,"4017",1895137.5190300000831484794616699218750,6417.4833058699996399809606373310089,Brooklyn 248,"2749","1170","37","18","1198","0","276","50",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3024900",Brooklyn,E,"024900","249",BK75,Bedford,"4003",1813352.6945100000593811273574829101563,5777.6551933299997472204267978668213,Brooklyn 249,"4306","1294","2544","0","186","0","235","47",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3025000",Brooklyn,I,"025000","250",BK28,Bensonhurst West,"4017",1867289.9527400000952184200286865234375,5938.2025387499998032581061124801636,Brooklyn 250,"1755","345","0","25","1058","0","313","14",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3040600",Brooklyn,E,"040600","406",BK29,Bensonhurst East,"4017",1582378.6661700000986456871032714843750,5548.5463596700001289718784391880035,Brooklyn 406,"3816","1263","24","0","1896","0","606","27",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3025200",Brooklyn,E,"025200","252",BK28,Bensonhurst West,"4017",1950979.0952600000891834497451782226563,6686.6067265800002132891677320003510,Brooklyn 252,"4921","2081","119","44","1770","0","731","176",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3025400",Brooklyn,E,"025400","254",BK28,Bensonhurst West,"4017",1888611.5817599999718368053436279296875,6302.3946812300000601680949330329895,Brooklyn 254,"4083","1643","0","10","2259","0","39","132","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3025400",Brooklyn,E,"025400","254",BK28,Bensonhurst West,"4017",1888611.5817599999718368053436279296875,6302.3946812300000601680949330329895,Brooklyn 254,"4083","1643","0","10","2259","0","39","132",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3025600",Brooklyn,E,"025600","256",BK28,Bensonhurst West,"4017",1869263.0703799999319016933441162109375,6298.0654611999998451210558414459229,Brooklyn 256,"3008","740","57","0","1954","0","164","93",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3025600",Brooklyn,E,"025600","256",BK28,Bensonhurst West,"4017",1869263.0703799999319016933441162109375,6298.0654611999998451210558414459229,Brooklyn 256,"3008","740","57","0","1954","0","164","93","New York Community Hospital of Brooklyn, Inc","2525 Kings Highway, Brooklyn, NY 11229",NewYork-Presbyterian,"134","113,300","1929",40.613795900000000,-73.950539599999999
"3","3025600",Brooklyn,E,"025600","256",BK28,Bensonhurst West,"4017",1869263.0703799999319016933441162109375,6298.0654611999998451210558414459229,Brooklyn 256,"3008","740","57","0","1954","0","164","93",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3025800",Brooklyn,E,"025800","258",BK28,Bensonhurst West,"4017",1832115.6247900000307708978652954101563,6257.5543202299995755311101675033569,Brooklyn 258,"4486","1876","2","0","1753","0","855","0",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3025800",Brooklyn,E,"025800","258",BK28,Bensonhurst West,"4017",1832115.6247900000307708978652954101563,6257.5543202299995755311101675033569,Brooklyn 258,"4486","1876","2","0","1753","0","855","0",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3026000",Brooklyn,E,"026000","260",BK28,Bensonhurst West,"4017",1753286.1715599999297410249710083007813,5699.1891847599999891826882958412170,Brooklyn 260,"3174","1246","19","0","1636","0","235","38",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3026200",Brooklyn,E,"026200","262",BK28,Bensonhurst West,"4017",1699503.0575099999550729990005493164063,5384.7680348000003505148924887180328,Brooklyn 262,"2550","958","42","0","1202","0","270","78",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3026300",Brooklyn,E,"026300","263",BK75,Bedford,"4003",1287405.9713200000114738941192626953125,4799.5568494400004055933095514774323,Brooklyn 263,"1844","481","1147","32","41","3","117","23",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3026300",Brooklyn,E,"026300","263",BK75,Bedford,"4003",1287405.9713200000114738941192626953125,4799.5568494400004055933095514774323,Brooklyn 263,"1844","481","1147","32","41","3","117","23",Woodhull Medical & Mental Health Center,"760 Broadway, Brooklyn, NY 11206",Health+,"364","835,231","1972",40.699698800000000,-73.944700299999994
"3","3026400",Brooklyn,E,"026400","264",BK28,Bensonhurst West,"4017",2038976.3037499999627470970153808593750,7095.0860667799997827387414872646332,Brooklyn 264,"4776","1584","68","44","2201","0","847","32",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3026600",Brooklyn,E,"026600","266",BK28,Bensonhurst West,"4017",1785503.0864200000651180744171142578125,7706.9996467800001482828520238399506,Brooklyn 266,"3501","911","0","0","2177","0","405","8",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3026600",Brooklyn,E,"026600","266",BK28,Bensonhurst West,"4017",1785503.0864200000651180744171142578125,7706.9996467800001482828520238399506,Brooklyn 266,"3501","911","0","0","2177","0","405","8",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3026700",Brooklyn,E,"026700","267",BK75,Bedford,"4003",1717367.8783400000538676977157592773438,5340.2440655000000333529897034168243,Brooklyn 267,"4095","1188","2419","0","95","0","186","207",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3026800",Brooklyn,E,"026800","268",BK28,Bensonhurst West,"4017",1926489.2044200000818818807601928710938,6339.1442731099996308330446481704712,Brooklyn 268,"3842","1947","2","0","1373","0","492","28",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3026800",Brooklyn,E,"026800","268",BK28,Bensonhurst West,"4017",1926489.2044200000818818807601928710938,6339.1442731099996308330446481704712,Brooklyn 268,"3842","1947","2","0","1373","0","492","28",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
"3","3026900",Brooklyn,E,"026900","269",BK75,Bedford,"4003",1441848.7718899999745190143585205078125,5051.0189320899999074754305183887482,Brooklyn 269,"3121","544","2291","0","215","0","29","42",Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213",Others,"287","328,792","1928",40.678378400000000,-73.939596199999997
"3","3027000",Brooklyn,E,"027000","270",BK28,Bensonhurst West,"4017",1444005.5796799999661743640899658203125,5255.8007718099997873650863766670227,Brooklyn 270,"2158","1235","31","10","799","0","67","16",Coney Island Hospital,"2601 Ocean Parkway, Brooklyn, NY 11235",Health+,"371","637,100","1931",40.585629800000000,-73.967059300000003
"3","3027000",Brooklyn,E,"027000","270",BK28,Bensonhurst West,"4017",1444005.5796799999661743640899658203125,5255.8007718099997873650863766670227,Brooklyn 270,"2158","1235","31","10","799","0","67","16",Maimonides Medical Center,"4802 Tenth Avenue, Brooklyn, NY 11219",Montefiore,"711","184,350","1927",40.639265999999999,-74.000342399999994
