apr_drg_code,facility_name,race,ethnicity,payment_typology_1,apr_severity_of_illness_description,age_group,patients,mean_length_of_stay,mean_total_charges_day,System,area_sqmi,Number of Beds
720,Brookdale Hospital Medical Center,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,36,8238.32,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,7,14.285714285714286,8429.71,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Not Span/Hispanic,Medicare,Major,50 to 69,1,7,6697.28,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Not Span/Hispanic,Medicare,Major,70 or Older,2,6.5,5625.71,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,7,9.285714285714286,7558.615714285714,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Spanish/Hispanic,Medicare,Major,70 or Older,2,3.5,6206.045,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Spanish/Hispanic,Private Health Insurance,Moderate,70 or Older,1,4,3536.03,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Unknown,Blue Cross/Blue Shield,Moderate,30 to 49,1,5,6245.11,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Unknown,Medicare,Extreme,50 to 69,4,13.5,8311.99,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Unknown,Medicare,Extreme,70 or Older,3,8,8542.366666666667,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Unknown,Medicare,Major,50 to 69,1,6,5014.85,Others,14.72,530
720,Brookdale Hospital Medical Center,White,Unknown,Private Health Insurance,Moderate,18 to 29,1,2,7485.22,Others,14.72,530
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,30 to 49,1,5,9445.88,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Blue Cross/Blue Shield,Major,70 or Older,1,6,14125.81,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,12,11,10177.005,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,36,14.027777777777779,12479.066388888888,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Medicare,Major,30 to 49,1,9,16669.04,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,7,6.714285714285714,10076.601428571428,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,23,6.956521739130435,9522.574782608695,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,7,6.142857142857143,10593.662857142857,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,50 to 69,2,4,5917.88,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,3,1.3333333333333333,5283.033333333334,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,6,5.833333333333333,6189.621666666667,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Private Health Insurance,Minor,50 to 69,1,5,8711.56,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,30 to 49,1,6,13153.1,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Not Span/Hispanic,Private Health Insurance,Moderate,70 or Older,1,2,6462.29,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,1,12,9517.32,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,5,13422,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Blue Cross/Blue Shield,Moderate,0 to 17,1,2,5700.47,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Blue Cross/Blue Shield,Moderate,50 to 69,1,5,8814.41,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Blue Cross/Blue Shield,Moderate,70 or Older,1,8,8695.66,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Extreme,30 to 49,1,30,12419.86,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Extreme,50 to 69,11,12.454545454545455,10402.595454545455,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Extreme,70 or Older,64,10.75,11249.9159375,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Major,30 to 49,2,31,8220.295,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Major,50 to 69,13,9.615384615384615,10873.940769230769,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Major,70 or Older,30,9.333333333333334,9593.184333333333,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Moderate,30 to 49,2,3,13470.295,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Moderate,50 to 69,3,5,7776.49,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Medicare,Moderate,70 or Older,10,8.4,8202.075,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Extreme,50 to 69,3,10,11950.333333333332,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Extreme,70 or Older,4,5.25,7483.695,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Major,18 to 29,1,1,20445.77,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Major,50 to 69,2,1.5,5498.094999999999,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Major,70 or Older,4,7,5282.3475,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Moderate,18 to 29,1,9,12833.76,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Black/African American,Unknown,Private Health Insurance,Moderate,30 to 49,1,5,7598.45,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,2,17146.26,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,1,1,16690.16,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,14,9.071428571428571,11355.577857142856,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,1,21,6601.54,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,3,5603.81,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,3,8.333333333333334,12798.59,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,13,9.615384615384615,12477.387692307691,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,2,7.5,7941.504999999999,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,5,11.8,8615.532,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Medicare,Moderate,50 to 69,3,3.6666666666666665,10406.193333333333,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,2,5,8477.295,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Private Health Insurance,Extreme,70 or Older,2,2,11143.34,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Private Health Insurance,Major,50 to 69,1,9,8159.54,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Spanish/Hispanic,Private Health Insurance,Major,70 or Older,3,5.333333333333333,5305.176666666666,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Medicare,Extreme,50 to 69,4,14.5,9977.8725,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Medicare,Extreme,70 or Older,24,10.125,11147.318333333333,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Medicare,Major,30 to 49,1,2,16474.74,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Medicare,Major,70 or Older,7,8.285714285714286,9289.65,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Medicare,Moderate,70 or Older,5,9.8,7443.518,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Private Health Insurance,Major,70 or Older,4,5.75,5597.2575,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Private Health Insurance,Moderate,18 to 29,1,4,8409.57,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,Other Race,Unknown,Private Health Insurance,Moderate,50 to 69,1,2,17628.32,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,2,14,11999.785,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,19,13.947368421052632,11254.853157894737,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Not Span/Hispanic,Medicare,Major,30 to 49,1,11,6001.09,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Not Span/Hispanic,Private Health Insurance,Major,70 or Older,1,2,5381.84,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Spanish/Hispanic,Medicare,Extreme,50 to 69,1,3,8833.2,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Spanish/Hispanic,Medicare,Extreme,70 or Older,4,6.5,12856.445,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Spanish/Hispanic,Medicare,Moderate,50 to 69,1,4,12569.3,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Medicare,Extreme,50 to 69,5,12.2,12939.43,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Medicare,Extreme,70 or Older,13,10,10294.61,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Medicare,Major,70 or Older,7,7,10598.092857142858,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Medicare,Moderate,50 to 69,2,5,9254.83,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Medicare,Moderate,70 or Older,3,8,8508.613333333333,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Private Health Insurance,Extreme,70 or Older,3,3,5558.333333333333,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Private Health Insurance,Major,70 or Older,2,1.5,5354.4400000000005,SUNY,2.958,464
720,Brooklyn Hospital Center - Downtown Campus,White,Unknown,Self-Pay,Major,50 to 69,1,4,11351.55,SUNY,2.958,464
720,Calvary Hospital Inc,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,2,6.5,2129.52,Others,4.495,200
720,Calvary Hospital Inc,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,1,29,2141.21,Others,4.495,200
720,Calvary Hospital Inc,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,21,2146.33,Others,4.495,200
720,Calvary Hospital Inc,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,1,14,2117.36,Others,4.495,200
720,Calvary Hospital Inc,Other Race,Unknown,Medicare,Extreme,70 or Older,1,38,2246.6,Others,4.495,200
720,Calvary Hospital Inc,Other Race,Unknown,Medicare,Major,50 to 69,1,2,2198.46,Others,4.495,200
720,Calvary Hospital Inc,Other Race,Unknown,Medicare,Moderate,70 or Older,1,2,1960.5,Others,4.495,200
720,Calvary Hospital Inc,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,1,14,2199.6,Others,4.495,200
720,Calvary Hospital Inc,White,Not Span/Hispanic,Medicare,Major,70 or Older,3,6.666666666666667,3275.97,Others,4.495,200
720,Calvary Hospital Inc,White,Not Span/Hispanic,Medicare,Moderate,70 or Older,2,11.5,2080.395,Others,4.495,200
720,Calvary Hospital Inc,White,Not Span/Hispanic,Self-Pay,Moderate,70 or Older,1,3,2014.67,Others,4.495,200
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,18 to 29,2,14.5,5827.465,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,30 to 49,4,14.25,7643.325,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,50 to 69,6,17.666666666666668,7101.13,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Extreme,70 or Older,11,21.272727272727273,6429.228181818182,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,50 to 69,3,12.333333333333334,5740.946666666667,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Major,70 or Older,17,9.941176470588236,5574.06,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Minor,18 to 29,1,4,6707.51,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Medicare,Moderate,70 or Older,4,6.75,5766.52,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Self-Pay,Major,30 to 49,3,11.333333333333334,6151.82,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Not Span/Hispanic,Self-Pay,Major,70 or Older,1,3,8404.54,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Spanish/Hispanic,Medicare,Major,70 or Older,1,7,5401.02,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Spanish/Hispanic,Medicare,Moderate,70 or Older,1,12,5113.71,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Unknown,Medicare,Extreme,70 or Older,1,13,7585.06,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Unknown,Medicare,Major,50 to 69,1,4,6817.1,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Unknown,Medicare,Major,70 or Older,1,6,5755.94,Health+,9.415,371
720,Coney Island Hospital,Black/African American,Unknown,Medicare,Moderate,70 or Older,3,8,6152.29,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Medicare,Extreme,50 to 69,3,7,7775.49,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Medicare,Extreme,70 or Older,15,19.066666666666666,5938.112,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Medicare,Major,50 to 69,5,14.2,5603.022,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Medicare,Major,70 or Older,20,10.65,6081.03,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,50 to 69,1,6,5796.48,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Medicare,Moderate,70 or Older,6,4.666666666666667,6009.786666666667,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Extreme,70 or Older,1,1,13801.03,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Major,0 to 17,1,2,7045.69,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Major,50 to 69,1,19,5165.03,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Private Health Insurance,Moderate,18 to 29,1,5,6081.59,Health+,9.415,371
720,Coney Island Hospital,Other Race,Not Span/Hispanic,Self-Pay,Major,50 to 69,1,11,5601.46,Health+,9.415,371
720,Coney Island Hospital,Other Race,Spanish/Hispanic,Medicare,Extreme,50 to 69,2,9.5,7632.715,Health+,9.415,371
720,Coney Island Hospital,Other Race,Spanish/Hispanic,Medicare,Extreme,70 or Older,10,13.5,6026.093,Health+,9.415,371
720,Coney Island Hospital,Other Race,Spanish/Hispanic,Medicare,Major,50 to 69,1,8,5477.84,Health+,9.415,371
720,Coney Island Hospital,Other Race,Spanish/Hispanic,Medicare,Major,70 or Older,7,11,5483.97,Health+,9.415,371
720,Coney Island Hospital,Other Race,Spanish/Hispanic,Medicare,Moderate,70 or Older,5,7.6,5982.814,Health+,9.415,371
720,Coney Island Hospital,Other Race,Spanish/Hispanic,Private Health Insurance,Moderate,50 to 69,1,15,5334.7,Health+,9.415,371
720,Coney Island Hospital,Other Race,Unknown,Blue Cross/Blue Shield,Moderate,50 to 69,1,19,5190.83,Health+,9.415,371
720,Coney Island Hospital,Other Race,Unknown,Medicare,Extreme,70 or Older,2,22,6305.355,Health+,9.415,371
720,Coney Island Hospital,Other Race,Unknown,Medicare,Major,70 or Older,1,10,6477.81,Health+,9.415,371
720,Coney Island Hospital,Other Race,Unknown,Medicare,Moderate,50 to 69,1,1,8021.47,Health+,9.415,371
720,Coney Island Hospital,Other Race,Unknown,Medicare,Moderate,70 or Older,1,8,5372.26,Health+,9.415,371
720,Coney Island Hospital,Other Race,Unknown,Self-Pay,Major,50 to 69,1,10,5064.24,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,30 to 49,1,9,5795.68,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Extreme,50 to 69,2,20,5613.780000000001,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Blue Cross/Blue Shield,Major,50 to 69,3,11.666666666666666,5969.22,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Medicare,Extreme,30 to 49,1,24,6500.09,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Medicare,Extreme,50 to 69,24,13.083333333333334,6880.9375,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Medicare,Extreme,70 or Older,150,12.52,7055.1908,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Medicare,Major,50 to 69,7,5.285714285714286,7337.592857142857,Health+,9.415,371
720,Coney Island Hospital,White,Not Span/Hispanic,Medicare,Major,70 or Older,126,10.880952380952381,6200.617301587302,Health+,9.415,371
